id,band,title,year
26196,36815,The Abstract Concept of Relexion,2003
26197,36815,Trends and Friends,2007
26198,36816,First of All...,2005
26199,36816,Still Only Working with 2 Inches,2008
26200,36817,Serpent Eater,2013
26201,36817,Hyena,2013
26202,36818,Displeased,2006
26203,36818,Women and Suicide,2009
26204,36818,Monolith,2016
26205,36821,Procrastinate,2013
26206,36824,Curse,2008
26207,36825,Somber Eyes to the Sky,1997
26208,36825,Of One Blood,2000
26209,36825,The Art of Balance,2002
26210,36825,The War Within,2004
26211,36825,Threads of Life,2007
26212,36825,Retribution,2009
26213,36825,Fire from the Sky,2012
26214,36826,From the Depth,2009
26215,36827,Shagnum,2005
26216,36828,Omnipotentia,2003
26217,36828,Apkas Itulia,2004
26218,36828,Menra Eneidalen,2011
26219,36828,Irke Ranefas,2013
26220,36829,Inward Discord,2001
26221,36829,Thousand Scars,2005
26222,36832,Apocalyptic Rage,2012
26223,36832,Scavengers of a Dying Sun,2015
26224,36834,Suck Cocks in Hell,2013
26225,36835,Intruders,2015
26226,36837,We Keep the Dancefloor Dirty with Bottles and Shit,2006
26227,36837,Repulsive Display of Human Upholstery,2010
26228,36839,Blind & Seduced,2011
26229,36841,Traitors Execution,2002
26230,36843,Одержимость тенью иллюзий,2010
26231,36844,Rebirth of the Temple,2006
26232,36844,Ghost Stories,2010
26233,36845,Duplicity,2008
26234,36845,Mind Games,2012
26235,36845,Remind Games,2014
26236,36851,Reign of the Moon,2006
26237,36851,Leben| Tod| Legenden,2008
26238,36851,Nitall,2010
26239,36852,Lair of the Foul,2008
26240,36853,The Last Generation: Η γενεά του σιδήρου,2013
26241,36856,Inner Demons,2008
26242,36858,Betray the Past... Infect the Future,2007
26243,36858,Megafaunal Genocide,2010
26244,36858,Ten Human Jawbones,2014
26245,36862,The Agony of Perseverance,2016
26246,36863,Awakened State,1995
26247,36864,Дефиниция свободы,2007
26248,36864,Страх,2011
26249,36865,So Far Gone,1998
26250,36865,Greased Fed Machine,2001
26251,36869,Run for Your Life| It's the Sodomy Squad,2008
26252,36870,Pussy Soul,1995
26253,36870,Sewn Mouth Secrets,1998
26254,36870,A Deleted Symphony for the Beaten Down,2001
26255,36870,Confrontation,2005
26256,36870,Inevitable Collapse in the Presence of Conviction,2008
26257,36872,Chapter of Maliciousness,2008
26258,36873,An Abnormal Collection,2016
26259,36876,The Human Equation,2010
26260,36876,The Burning Mass,2015
26261,36877,Einzelhaft,1996
26262,36879,Σονάτα σε τρολ μινόρε,2014
26263,36879,#no_filter,2015
26264,36883,Alcoholocaust,2005
26265,36883,Whiskey Metal,2007
26266,36884,Ghosts of Revolution,2014
26267,36886,Annihilation,2006
26268,36886,Retaliation,2011
26269,36887,Splatter,2005
26270,36889,A Black Death Dawns,2005
26271,36890,The Scream That Tore the Sky,2005
26272,36890,A Great Work of Ages,2010
26273,36890,A Merging to the Boundless,2014
26274,36891,Fires of Life,2013
26275,36891,Virus of the Mind,2014
26276,36891,Shadow Sleep,2016
26277,36894,Enslaved in Darkness,2005
26278,36895,Undying Beauty and the Symphony of Sadness,2004
26279,36895,Forsaken upon Nemesis,2007
26280,36895,Nocturnal Born Vehemence,2013
26281,36895,Phobia,2016
26282,36896,Heavy as a Really Heavy Thing,1995
26283,36896,City,1997
26284,36896,Strapping Young Lad,2003
26285,36896,Alien,2005
26286,36896,The New Black,2006
26287,36901,Suicide Nation,1998
26288,36901,A Requiem... for All That Ever Mattered,1999
26289,36904,Summit,2014
26290,36905,Against Next,2000
26291,36905,Chaos Confusion,2002
26292,36905,Rebel-Lion,2003
26293,36905,Survive,2006
26294,36905,Nothing Left on My Path,2008
26295,36905,Human Misery,2015
26296,36908,Through Soil and Skin,2010
26297,36909,Another Way,2013
26298,36911,The Fast of Solace,2015
26299,36912,Taomenizoo,2003
26300,36912,So Blind,2008
26301,36912,Journey Through a Devastated Mind,2012
26302,36914,EZ Life DV8,2014
26303,36915,Nevercrown,2016
26304,36916,Rituals of the Deep,2014
26305,36917,In the Bleakest of Autumns,2004
26306,36918,Grind Thrashing Death,2012
26307,36920,Zeit für Gedanken,1998
26308,36921,Time Machine,2003
26309,36923,Arabe Macabre,2012
26310,36923,Espécies,2015
26311,36924,A Worldwide Elite and Its Downfall,2005
26312,36927,The Artifice,2016
26313,36929,In Waking: Divinity,2007
26314,36929,Odyssey (Un)Dead,2010
26315,36930,Astronomical Dimensions,2010
26316,36930,Descent into Arcologies,2013
26317,36931,Pearls Given to the Swine,2001
26318,36932,The Cops,2004
26319,36932,Miseraretboux : The Glorious Art of Suffering,2004
26320,36932,Crispy Hexagons,2005
26321,36933,War on Peace and Happiness,2005
26322,36933,Unto Thine Darkness| Death Doth Deliver,2006
26323,36933,Blackened Theological Tome,2007
26324,36935,I§olation,2008
26325,36935,Perpetuum,2012
26326,36936,Ascentus,2012
26327,36937,They Had No Choice!,2012
26328,36937,Sick Humanity,2015
26329,36940,Daddy's Butcher Shop,2014
26330,36941,The End of All You Know,2007
26331,36941,Embracing the Shroud of a Blackened Sky,2010
26332,36943,Deus ex Machina,2007
26333,36944,Schizophrenic Screams,2015
26334,36944,Mortem Mortis,2015
26335,36945,Raging Mad Insanity,1997
26336,36946,Mors Ianva Vitae et Vita Lanva Mortis,2004
26337,36946,Spondalia,2006
26338,36946,The One of the Black Goatskin,2013
26339,36948,A Raven's Eulogy,2009
26340,36949,Laveyan,2012
26341,36952,Party in Hell,2004
26342,36952,En el silencio,2009
26343,36953,A Death to Your Scene,2007
26344,36953,Six of Cups,2010
26345,36953,Ritual Burdens,2013
26346,36954,Youtopia,2015
26347,36958,Re-flexion,2000
26348,36959,Seed the Black Sky,1999
26349,36959,Geneticide,2002
26350,36959,The Day the Ash Blacked Out the Sun,2004
26351,36961,Somnium,2000
26352,36962,Thoughts of Rejection,2012
26353,36964,When the Harvest Is Done,2009
26354,36969,Sigils of the Ancient Ones,2000
26355,36970,Torture Pit,2009
26356,36972,Abnormalitas Parafilia,2004
26357,36973,Redemption,2007
26358,36973,Key to the Paradox,2010
26359,36974,Destino oscuro,1994
26360,36974,Cuentos no resolutivos,1998
26361,36975,Reino de naciones oscuras,1997
26362,36975,Prejuicios y miedos,2002
26363,36975,Dios Korporation,2013
26364,36976,Traumatic...,1992
26365,36976,Traumatized...,1996
26366,36976,Trauma...,1996
26367,36976,Cogito Ergo Sum,1998
26368,36976,Überlebenskunst,2001
26369,36976,Khiaoscuro,2006
26370,36976,Traumaturgie,2011
26371,36980,Obsessional Dysfunctions,2006
26372,36980,Instinct,2012
26373,36983,Purgation,2008
26374,36983,The Great Depression,2009
26375,36983,Degenerate,2010
26376,36984,More Than a New Life,2001
26377,36984,Oposição,2003
26378,36984,666 Corporation,2006
26379,36984,Evora,2009
26380,36984,Antibesta,2012
26381,36988,Origins & Endings,2015
26382,36991,M. Patate,2004
26383,36991,Objectif: Thunes,2008
26384,36994,Unconscious Disturbance,2007
26385,36994,Mind's Corner,2012
26386,36994,Shooting at the Moon,2014
26387,36998,Preface to Erase,2007
26388,36998,Aggressive World Dynasty,2010
26389,36999,No Sweet Romance,2004
26390,37000,Verkehrte Welt,2002
26391,37001,Revolution Evilution,2009
26392,37002,Leave Destruction in Your Wake,2012
26393,37004,The Mist,2015
26394,37004,Innate Cannibalistic Dementia,2016
26395,37004,Intestinal Swamp of the Gutted,2016
26396,37006,Vicious Consolation / Virtuous Totality,2013
26397,37007,NonAnthropogenic,2003
26398,37007,SoulSaviour,2005
26399,37007,VioLution,2007
26400,37009,Wolfszeit,2007
26401,37009,Blutaar,2010
26402,37009,Wolfskult,2011
26403,37009,Guten Tag,2012
26404,37009,Das Ende aller Lügen,2016
26405,37012,Decline,2016
26406,37013,Danger,2004
26407,37013,...Alone Against All,2006
26408,37015,Unleash the Bowels,2011
26409,37017,A Conflict Scenario,2001
26410,37018,Mystical Dominion,1998
26411,37018,Within the Arcanum Hall,2000
26412,37023,Equal Opportunity Destroyer,2000
26413,37024,Eat Your Girlfriend,2004
26414,37025,Blood. Stone. Sun. Down.,2016
26415,37028,Intervening,1994
26416,37031,Pariah,2016
26417,37033,Blood Crusade,2010
26418,37035,The Awakening,2008
26419,37036,The Ultimate Passion,1997
26420,37036,Barriers,2001
26421,37036,Decadance,2003
26422,37036,Ghostwalk,2007
26423,37038,Iris,2013
26424,37041,Thousand Swords,2010
26425,37041,Shogunate Macabre,2014
26426,37041,Metsutan - Songs of the Void,2016
26427,37044,Naät,2007
26428,37044,Concrete,2008
26429,37044,4247 Snare Drums,2012
26430,37046,Embryon,2006
26431,37046,Aeternum Vale,2008
26432,37049,What Doesn\'t Kill You...,2006
26433,37049,Virulent,2007
26434,37052,Rejoice and Transcend,2014
26435,37053,WWJD,2011
26436,37055,Discourses on Anything So Absolute,2006
26437,37056,Knights of Anonimity,2007
26438,37056,Working Class Hero,2008
26439,37056,Death Charge,2009
26440,37056,Abysmal Reigner,2010
26441,37057,Fimmròt,2013
26442,37058,Seuchenherr,2007
26443,37058,Notlösung Kopfschuss,2011
26444,37058,Hure meiner Sinne,2014
26445,37059,Ave Pangenitor,2011
26446,37061,Outside the Grave,2012
26447,37065,Experiment XIII,2011
26448,37066,I,2010
26449,37066,II,2012
26450,37067,Апосепсия,2011
26451,37068,Nameless,2014
26452,37070,Киста,2012
26453,37071,Ненависть,2004
26454,37071,Within the Law,2008
26455,37071,Two Hands,2010
26456,37072,Корни льдов,2012
26457,37072,Вещий зов,2013
26458,37073,Некролог,2001
26459,37075,...моей земле...,2008
26460,37076,Свалка,2010
26461,37076,Всем насрать на нас - нам насрать на всех!!,2012
26462,37076,Кризис в преисподней,2014
26463,37077,...with Wolfish Stalk and by Wings of Black,2005
26464,37077,Energy - Freedom: Force Is Strong Power Is Imperious,2009
26465,37077,Doctor Veritas,2012
26466,37078,Forbidden Tales,2007
26467,37078,Утюг в багровых штанах,2010
26468,37079,Зверь,2007
26469,37080,عندما تظهر الشمس من الغرب,2007
26470,37080,وما خفي كان أعظم,2013
26471,37081,Journey of Sadness,2012
26472,37082,祖靈之流 / Where the Ancestors' Souls Gathered,1999
26473,37082,靈魄之界,2000
26474,37082,永劫輪迴 / Relentless Recurrence,2002
26475,37082,賽德克巴萊,2005
26476,37082,十殿,2009
26477,37082,高砂軍,2011
26478,37082,武徳 / Bú-Tik,2013
26479,37082,失竊千年 / Timeless Sentence,2014
26480,37083,蒙古精神 / Spirit of Mongolia,2008
26481,37083,Inner M,2010
26482,37083,Duguilang,2013
26483,37084,Expositionsprophylaxe,1990
26484,37084,Not to Be Undimensional Conscious,1992
26485,37084,Pleasuredome,1994
26486,37084,Ahead,2002
26487,37084,Fear of Angst,2016
26488,37085,Product of Hard Living,2002
26489,37085,Rumors of Our Demise Have Been Barely Exaggerated,2011
26490,37086,The Battle Begins,2007
26491,37086,Mahayuga,2011
26492,37088,Struggle,2005
26493,37088,Plutocracy,2006
26494,37089,Rudra,1998
26495,37089,The Aryan Crusade,2001
26496,37089,Kurukshetra,2003
26497,37089,Brahmavidya: Primordial I,2005
26498,37089,Brahmavidya: Transcendental I,2009
26499,37089,Brahmavidya: Immortal I,2011
26500,37089,Ṛta,2013
26501,37089,Enemy of Duality,2016
26502,37090,Reek of Putrefaction,1988
26503,37090,Symphonies of Sickness,1989
26504,37090,Necroticism - Descanting the Insalubrious,1991
26505,37090,Heartwork,1993
26506,37090,Swansong,1996
26507,37090,Surgical Steel,2013
26508,37091,Mindloss,1991
26509,37091,False,1992
26510,37091,Erase,1994
26511,37091,Soul Survivor,1996
26512,37091,Chapter 13,1998
26513,37091,La Muerte,2005
26514,37091,Rise to Ruin,2007
26515,37092,Hallucinations,1990
26516,37092,Todessehnsucht,1992
26517,37092,Blut,1994
26518,37092,Calling the Rain,1995
26519,37092,Willenskraft,1996
26520,37092,Werk 80,1997
26521,37092,Gemini,2000
26522,37092,Atlantis,2004
26523,37092,Werk 80 II,2008
26524,37092,After the Storm,2010
26525,37092,Okkult,2013
26526,37093,The Principle of Evil Made Flesh,1994
26527,37093,Dusk and Her Embrace,1996
26528,37093,Cruelty and the Beast,1998
26529,37093,Midian,2000
26530,37093,Damnation and a Day,2003
26531,37093,Nymphetamine,2004
26532,37093,Thornography,2006
26533,37093,Godspeed on the Devil's Thunder,2008
26534,37093,Darkly| Darkly| Venus Aversa,2010
26535,37093,Midnight in the Labyrinth,2012
26536,37093,The Manticore and Other Horrors,2012
26537,37093,Hammer of the Witches,2015
26538,37093,Dusk... and Her Embrace - The Original Sin,2016
26539,37094,Soulside Journey,1991
26540,37094,A Blaze in the Northern Sky,1992
26541,37094,Under a Funeral Moon,1993
26542,37094,Transilvanian Hunger,1994
26543,37094,Panzerfaust,1995
26544,37094,Goatlord,1996
26545,37094,Total Death,1996
26546,37094,Ravishing Grimness,1999
26547,37094,Plaguewielder,2001
26548,37094,Hate Them,2003
26549,37094,Sardonic Wrath,2004
26550,37094,The Cult Is Alive,2006
26551,37094,F.O.A.D.,2007
26552,37094,Dark Thrones and Black Flags,2008
26553,37094,Circle the Wagons,2010
26554,37094,The Underground Resistance,2013
26555,37094,Arctic Thunder,2016
26556,37095,Memories from Eternity,2011
26557,37096,Sowing Discord in the Haunts of Man,1993
26558,37096,On the Verge,1994
26559,37098,Frank's Enemy,1994
26560,37098,Neoblasphemies,1996
26561,37098,Illumination,1998
26562,37099,Malleus Maleficarum,1988
26563,37099,Consuming Impulse,1989
26564,37099,Testimony of the Ancients,1991
26565,37099,Spheres,1993
26566,37099,Resurrection Macabre,2009
26567,37099,Doctrine,2011
26568,37099,Obsideo,2013
26569,37100,3rd Born Sun,2010
26570,37101,Dead Dream,1997
26571,37101,Sau-Krass,1998
26572,37101,Adrenaline Agony,2000
26573,37101,Rockitallover,2001
26574,37101,Pull It Up,2004
26575,37102,Storm Alive,2016
26576,37103,An Obumbraded Discourse on Humanity,2009
26577,37105,Obscuritatem Advoco Amplectère Me,1993
26578,37105,In Umbra Malitiae Ambulabo| in Aeternum in Triumpho Tenebrarum,1994
26579,37105,Vi Sonus Veris Nigrae Malitiaes,1996
26580,37105,Casus Luciferi,2004
26581,37105,Potestates Apocalypsis,2011
26582,37106,Love Is Dead,2005
26583,37106,Darkness Inside,2011
26584,37106,Erotica 69,2012
26585,37107,Barathrum: V.I.T.R.I.O.L.,1993
26586,37107,The Sun of Tiphareth,1995
26587,37107,The Third Storm of Cythrául,1997
26588,37107,Tara,2001
26589,37107,Absu,2009
26590,37107,Abzu,2011
26591,37108,Septentrionalis,2014
26592,37110,Amalgamate,1999
26593,37110,Prism,2015
26594,37111,Hymns to the Stone,1994
26595,37111,Tumuli Shroomaroom,1997
26596,37112,Act of Desperation,2003
26597,37112,Burn-Out,2004
26598,37112,Come Back to the Womb,2005
26599,37112,Death| Birth and Marriage,2007
26600,37112,Rigor Mortis Soundtrack,2008
26601,37112,Atria Mortis (Rigor Mortis 2) Soundtrack,2008
26602,37112,Entelechia (Songs of Modern Werewolves),2008
26603,37112,Great International Disaster Year,2009
26604,37112,HUMAN B (ing),2010
26605,37112,In Doubt We Trust,2010
26606,37112,Jesus Bloody Jesus,2011
26607,37113,Of Grief and Insanity,2013
26608,37113,Atrocity of Hadamar,2016
26609,37115,As All Light Leaves Her,2015
26610,37116,Visions of Burning Aeons,2013
26611,37117,Prodigal Sun,1992
26612,37117,Dawn of Glory,1995
26613,37118,Oimai Algeiou,1995
26614,37118,General Enmity,1997
26615,37118,Εχθρος,2010
26616,37119,Hymn till hangagud,1996
26617,37119,Blodörnsoffer,1997
26618,37119,Vrede,1999
26619,37120,Allegory,2005
26620,37120,Arisen from the Dead,2006
26621,37121,Surrender and Be Destroyed,2007
26622,37121,No Guts| No Glory,2008
26623,37121,Equilibrium,2012
26624,37122,At Least We Will Die Together,2006
26625,37122,Black Blood Flux,2011
26626,37124,The Last Warning,1993
26627,37124,Respect,1995
26628,37124,Born Again,1998
26629,37124,Atitudine,2006
26630,37124,Mantra,2011
26631,37126,Spider's Web,2005
26632,37126,Sword's Song,2006
26633,37126,Чёрная дорога,2007
26634,37126,Amber Dreamland,2011
26635,37126,Бездна,2012
26636,37127,The Eyes of Truth Are Always Watching You,2005
26637,37128,Tlayoualotl,2013
26638,37128,Nu Kontavi Ña Tzi,2014
26639,37128,Xiuhcoatl,2016
26640,37129,The Karelian Isthmus,1992
26641,37129,Tales from the Thousand Lakes,1994
26642,37129,Elegy,1996
26643,37129,Tuonela,1999
26644,37129,Am Universum,2001
26645,37129,Far from the Sun,2003
26646,37129,Eclipse,2006
26647,37129,Silent Waters,2007
26648,37129,Skyforger,2009
26649,37129,Magic & Mayhem - Tales from the Early Years,2010
26650,37129,The Beginning of Times,2011
26651,37129,Circle,2013
26652,37129,Under the Red Cloud,2015
26653,37130,Anathema's Gathering Honor,2004
26654,37131,Nici o vină,1998
26655,37131,Criză de nervi,2003
26656,37133,Twilight Carnage,2009
26657,37133,Hunting Astral Prey,2016
26658,37136,The Return of the Black Death,1998
26659,37136,Martyrium,2000
26660,37136,The Forsaken,2005
26661,37136,Omen,2012
26662,37137,Gebrechlichkeit,2007
26663,37137,Angela's Ashes,2009
26664,37137,Deep(pression),2010
26665,37137,A Deplorable Request,2011
26666,37138,Invocanticristo,2012
26667,37138,Diablo salmos,2015
26668,37139,Tales from the Darkened Woods,2005
26669,37139,In Thy Ambience ov Malevolence,2008
26670,37139,The Ruin of Immortals,2009
26671,37139,Putrefaction Eternity,2010
26672,37139,I Wish You Death,2012
26673,37141,Paralypomenon,2012
26674,37141,218,2015
26675,37145,Unrelenting,2014
26676,37145,Aspirations & Reality,2016
26677,37146,Angel of the Sixth Order,1999
26678,37148,Lumo,1997
26679,37148,Supremature,1999
26680,37149,Phenomistik,1996
26681,37149,Casus Luciferi,1997
26682,37149,Baku Karama,1999
26683,37149,Intifada,2001
26684,37149,Jaann,2005
26685,37149,Tir,2008
26686,37149,Bugis,2011
26687,37149,XXV Years Reigning the Eastern Majesta (Live by Fire| Blood & Death),2012
26688,37150,The Passage Back to Life,1998
26689,37150,Desperate Existence,1999
26690,37150,The Inheritance of Sin and Shame,2000
26691,37150,Fire,2002
26692,37150,Songs of the Lost,2009
26693,37150,The Cure for Happiness,2012
26694,37152,Progressive Changes,2003
26695,37152,Disunion Denied,2008
26696,37152,Inside of the Machine,2013
26697,37152,Closing the Circle,2016
26698,37153,Unawakening,2008
26699,37153,Visions,2012
26700,37155,Before the Day Comes,1998
26701,37155,Time for the Music,2010
26702,37156,The Garden of Sad Souls,1997
26703,37156,Goddes of the Flesh,2003
26704,37156,Black Magic,2006
26705,37157,Lost in the Depths,2010
26706,37157,Via Combusta,2012
26707,37158,Fears,1997
26708,37158,Twisted Logic,2003
26709,37159,Requiem for the Living,2008
